,products,company,price,weight,star_rating,total_comments,flavours,price_per_100g,per_kg_sell,adult,chicken,wet,from_oceon,fish,tuna,salmon,mackerel,shrimps,milk,can,gravy,pouch,liver,grilled,turkey,ham,vegan
131,"Me-O OEM Systems Cat Food, Gourmet Flavor, 1.1 Kg",me-o,420.0,1.1,4.1,50.0,[],38.18181818181818,19090.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"Me-O OEM Systems Cat Food, Gourmet Flavor, 1.1 Kg",me-o,420.0,1.1,4.1,50.0,[],38.18181818181818,19090.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,"Me-O Dry Adult Fit 32 Cat Food Tuna Flavor, 1.2kg - Pack of 2",me-o,900.0,2.4,5.0,1.0,"['Dry', 'Adult', 'Tuna']",37.5,375.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,"FARMINA N&amp;D Grain Free Ocean Herring and Orange Adult Cat Food, 5 kg",farmina,5290.0,5.0,4.5,23.0,"['Adult', 'Ocean', 'Grain']",105.8,24334.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,"Whiskas Junior Cat Food - Ocean Fish, 450g Pouch",whiskas,230.0,0.45,5.0,4.0,"['Fish', 'Ocean']",51.111111111111114,2044.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136,"Me-O Adult Cat Food, Sardine with Red Snapper, 80 g (Pack of 12)",me-o,480.0,0.96,4.1,58.0,['Adult'],50.0,29000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,"Purepet Adult Cat Food Combo of Sea Food, 7 kg &amp; Ocean Fish, 7kg",purepet,1758.0,7.0,4.3,145.0,"['Adult', 'Fish', 'Ocean', 'Sea']",25.114285714285714,36415.71,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,"FARMINA Matisse Dry Cat Food, Neutered Adult, 10-kg, Salmon",farmina,6550.0,10.0,4.5,170.0,"['Dry', 'Adult', 'Salmon', 'Matisse']",65.5,111350.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Whiskas Adult (+1 year) Wet Cat Food Salmon, 12 Pouches (12 x 85g)",whiskas,,1.02,4.6,2225.0,"['Adult', 'Wet', 'Salmon']",,,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,"FARMINA N&amp;D Quinoa Dry Cat Food, Digestion, Grain-Free Adult, 5-kg, Lamb Fennel and Mint",farmina,5590.0,5.0,4.7,180.0,"['Dry', 'Adult', 'Grain', 'Grain-Free']",111.8,201240.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,"Generic Let's Bite Active Kitten Dry Cat Food, Ocean Fish - 400g (Pack of 1) (Pack of 1) (Pack of 1)",generic,200.0,0.4,,,"['Dry', 'Fish', 'Ocean', 'Kitten']",50.0,,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,ME-O Dry Kitten Food - Ocean Fish Flavor 2.8 KG,me-o,,2.8,4.4,251.0,"['Dry', 'Fish', 'Ocean', 'Kitten']",,,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"Meat Up Kitten (1-12 Months) Dry Cat Food, Ocean Fish, 600 g &amp; Kitten(1-12 Months) Dry Cat Food, Ocean Fish, 1.2kg (Buy 1 GET 1 Free) &amp; Adult(+1 Year) Dry Cat Food, Ocean Fish, 1.2kg (Pack of 2)",meat,1128.0,8.0,5.0,1.0,"['Dry', 'Adult', 'Fish', 'Ocean', 'Kitten', 'Meat']",14.1,141.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,"Meat Up Chicken Flavour Real Chicken Biscuit, 1kg (Buy 1 Get 1 Free) &amp; Meat Up Kitten (1-12 Months) Dry Cat Food, Ocean Fish, 600g (Buy 1 Get 1 Free)",meat,598.0,2.0,,,"['Dry', 'Fish', 'Chicken', 'Ocean', 'Kitten', 'Meat']",29.9,,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Schesir Chicken Fillets in Jelly Food for Adult Cats - 85 g (Pack of 3),schesir,396.0,0.255,,,"['Adult', 'Chicken', 'Schesir', 'Jelly']",155.29411764705884,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,"Whiskas Salmon in Gravy, Wet Gravy Food for Adult Cats, 85 g Pouch [Pack of 6]",whiskas,240.0,0.51,4.4,36.0,"['Adult', 'Wet', 'Gravy', 'Salmon']",47.05882352941177,16941.18,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
147,FARMINA Matisse - Salmon &amp; Tuna - Cat Dry Food - Adult 10kg,farmina,6550.0,10.0,4.6,16.0,"['Dry', 'Adult', 'Tuna', 'Salmon', 'Matisse']",65.5,10480.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,"Barkbutler x DUX Chicken Gravy with Tuna Cat Food, 85 Grams (Pack of 24) | Omega 3 | Natural Ocean Protein Source | Essential Nutrients | Antioxidants | Low Fat Diet |",barkbutler,960.0,0.255,,,"['Tuna', 'Chicken', 'Ocean', 'Gravy']",376.47058823529414,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
149,"DynamicSales (India) Me-O Adult Dry Cat Food, Chicken and Vegetable, 1.2 kg",dynamicsales,400.0,1.2,,,"['Dry', 'Adult', 'Chicken']",33.333333333333336,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,"Royal Canin Intense Beauty Cat Food, 85 g (12 Pack) &amp; Royal Canin Fit 32 Adult Dry Cat Food 400 g",royal,1614.0,0.085,,,"['Dry', 'Adult', 'Canin']",1898.8235294117644,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Kit Cat Kitten &amp; Pregnant Cat Food 400-g,kit,338.0,0.4,5.0,1.0,['Kitten'],84.5,845.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,"Whiskas Kitten (2-12 Months) Dry Cat Food, Ocean Fish Flavour with Milk, 3 Kg Pack &amp; Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour, 7Kg Pack",whiskas,2744.0,4.0,,,"['Dry', 'Adult', 'Fish', 'Ocean', 'Kitten', 'Milk']",68.6,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Nurture Pro Longevity Grain Free Wet Cat Food - Coconut - Chicken &amp; Skip Jack Tuna White Meat - 80 g Each Pack of 3,nurture,368.0,0.24,3.6,22.0,"['Tuna', 'Chicken', 'Wet', 'Grain', 'Meat']",153.33333333333334,33733.33,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,"Farmina Matisse Dry Cat Food, Kitten, 1.5-kg",farmina,1190.0,1.5,4.3,12.0,"['Dry', 'Kitten', 'Matisse']",79.33333333333333,9520.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,"Sheba Adult Rich Premium Wet Cat Food, Fish Mix (Skipjack &amp; Salmon), 12 Pouches (12 x 35g) &amp; Rich Premium Kitten (2-12 Months) Fine Wet Cat Food, Chicken Loaf - 70 g Pouch",sheba,539.0,0.42,4.7,42.0,"['Adult', 'Fish', 'Chicken', 'Kitten', 'Wet', 'Salmon']",128.33333333333331,53900.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,"Whiskas Adult (+1 Year) Dry Cat Food, Mackerel Flavour, 1.2kg Pack &amp; Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour, 1.2kg Pack",whiskas,773.0,2.2,4.6,56.0,"['Dry', 'Adult', 'Fish', 'Ocean', 'Mackerel']",35.13636363636363,19676.36,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Lara Adult Turkey Chicken 2 Kg,lara,1170.0,2.0,5.0,3.0,"['Adult', 'Chicken']",58.5,1755.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
158,"Whiskas Adult (+1 Year) Dry Cat Food, Mackerel Flavour, 7kg Pack and Adult (+1 Year) Dry Cat Food, Tuna Flavour, 7kg Pack",whiskas,4012.0,8.0,5.0,4.0,"['Dry', 'Adult', 'Tuna', 'Mackerel']",50.15,2006.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,"Whiskas Adult (+1 Year) Wet Cat Food, Ocean Fish in Gravy, 12 Pouches (12 x 85g)",whiskas,,1.02,4.5,10.0,"['Adult', 'Fish', 'Ocean', 'Wet', 'Gravy']",,,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
160,Applaws Cat Wet Food 70g Tuna Fillet with Pacific Prawns in Broth (Pack of 12),applaws,1800.0,0.8400000000000001,4.8,22.0,"['Tuna', 'Wet']",214.28571428571428,47142.86,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,OEM SYSTEMS ME-O Cat food SEAFOOD 1.2 KGS,oem,,1.2,3.8,13.0,[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Applaws Cat Wet Food 70g Tuna Fillet with Pacific Prawns in Broth (Pack of 12),applaws,1800.0,0.8400000000000001,4.8,22.0,"['Tuna', 'Wet']",214.28571428571428,47142.86,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,OEM SYSTEMS ME-O Cat food SEAFOOD 1.2 KGS,oem,,1.2,3.8,13.0,[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,"Whiskas Adult (+1 Year) Dry Cat Food, Mackerel Flavour, 7kg Pack and Adult (+1 Year) Dry Cat Food, Tuna Flavour, 7kg Pack",whiskas,4012.0,8.0,5.0,4.0,"['Dry', 'Adult', 'Tuna', 'Mackerel']",50.15,2006.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,"ProDiet, Mackerel cat Food, 1.5 kg","prodiet,",490.0,1.5,5.0,1.0,['Mackerel'],32.666666666666664,326.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,ME-O Dry Kitten Food - Ocean Fish Flavor 6.8 KG,me-o,,6.8,4.3,263.0,"['Dry', 'Fish', 'Ocean', 'Kitten']",,,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,"Sheba Rich Premium Adult (+1 Year) Fine Wet Cat Food, Chicken with Tuna in Gravy - 70 g (Pack of 24) &amp; Cat Treat, Tempting Tuna Flavour - 85 g",sheba,1311.0,0.07,4.5,2.0,"['Adult', 'Tuna', 'Chicken', 'Wet', 'Gravy']",1872.8571428571427,37457.14,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,"Sheba Rich Premium Maguro &amp; Bream Wet Cat Food Fish Mix for Adult (12 Pouches, 12 x 35g)",sheba,,0.42,4.6,118.0,"['Adult', 'Fish', 'Wet']",,,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
169,Schesir 45% Tuna and Mango Fruit Dinner Canned Wet Cat Food - 75g Each - Pack of 4,schesir,454.0,0.3,5.0,1.0,"['Tuna', 'Wet', 'Schesir']",151.33333333333334,1513.33,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Nurture Pro Longevity Grain Free Wet Cat Food - Coconut - Chicken &amp; Skip Jack Tuna White Meat - 80 g Each Pack of 3,nurture,368.0,0.24,3.6,22.0,"['Tuna', 'Chicken', 'Wet', 'Grain', 'Meat']",153.33333333333334,33733.33,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
171,"Whiskas Wet Food for Adult Cats (1+Years), Salmon in Gravy Flavour, 48 Pouches (48 x 85g) &amp; Cat Treat, Savoury Salmon Flavour - 85 g",whiskas,2055.0,4.08,,,"['Adult', 'Wet', 'Gravy', 'Salmon']",50.367647058823536,,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
172,Applaws Cat Wet Food 70g Tender Tuna with Salmon in a Tasty Jelly (Pack of 16),applaws,2400.0,1.12,5.0,3.0,"['Tuna', 'Wet', 'Salmon', 'Jelly']",214.28571428571428,6428.57,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,PureVita GrainFree Chicken Entree Dry Cat Food - 15lb Bag,purevita,,0.015,,,"['Dry', 'Chicken', 'Grain']",,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
174,"ProDiet, Tuna cat Food, 1.5 kg","prodiet,",490.0,1.5,5.0,1.0,['Tuna'],32.666666666666664,326.67,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"ProDiet, Gourmet Seafood cat Food, 1.5 kg","prodiet,",490.0,1.5,,,"['Sea', 'Seafood']",32.666666666666664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,"whiskas Adult Wet Cat Food, Chicken in Gravy, 12 Pouches (12 x 85g), Brown &amp; Whiskas Kitten (2-12 Months) Dry Cat Food , Mackerel Flavour, 450g Pack",whiskas,627.0,1.02,,,"['Dry', 'Adult', 'Chicken', 'Kitten', 'Wet', 'Gravy', 'Mackerel']",61.47058823529412,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
177,"Whiskas Kitten (2-12 Months) Dry Cat Food, Ocean Fish Flavour with Milk, 3 Kg Pack &amp; Kitten (2-12 Months) Dry Cat Food, Mackerel Flavour, 1.1Kg Pack",whiskas,1241.0,3.0,4.3,7.0,"['Dry', 'Fish', 'Ocean', 'Kitten', 'Mackerel', 'Milk']",41.36666666666667,2895.67,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"Royal Canin Mother &amp; Baby Dry Cat Food, 2000 g",royal,2050.0,2.0,4.5,1046.0,"['Dry', 'Canin']",102.5,1072150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,"Halo Holistic Dry Cat Food for Kittens, Chicken and Chicken Liver Recipe, 6 LB Bag of Natural Kitten Food",halo,,0.006,,,"['Dry', 'Chicken', 'Kitten']",,,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
180,"Whiskas Pocket Cat Food - Ocean Fish, 480g Pouch",whiskas,240.0,0.48,4.8,5.0,"['Fish', 'Ocean']",50.0,2500.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
181,"FARMINA N&amp;D Quinoa Skin and Coat Dry Cat Food, Adult, Grain-Free, 1.5-kg, Quail Coconut and Turmeric",farmina,2250.0,1.5,4.2,55.0,"['Dry', 'Adult', 'Grain', 'Grain-Free']",150.0,82500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
182,"Whiskas Wet Cat Food for Adult Cats (1+Years), Tuna in Jelly Flavour, 48 Pouches (48 x 85g) &amp; Cat Treat, Tempting Tuna Flavour - 85 g",whiskas,2055.0,4.08,5.0,1.0,"['Adult', 'Tuna', 'Wet', 'Jelly']",50.367647058823536,503.68,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,"Whiskas Wet Cat Food, Tuna in Jelly, 85 g [Pack of 6]",whiskas,240.0,0.51,,,"['Tuna', 'Wet', 'Jelly']",47.05882352941177,,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"Generic Let's Bite Active Kitten Dry Cat Food, Ocean Fish - 400g (Pack of 1)",generic,,0.4,,,"['Dry', 'Fish', 'Ocean', 'Kitten']",,,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,"Generic Let's Bite Active Kitten Dry Cat Food, Ocean Fish - 400g (Pack of 4)",generic,800.0,1.6,,,"['Dry', 'Fish', 'Ocean', 'Kitten']",50.0,,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour, 480g Pack &amp; Adult (+1 Year) Dry Cat Food, Mackerel Flavour, 480g Pack",whiskas,435.0,0.481,4.6,132.0,"['Dry', 'Adult', 'Fish', 'Ocean', 'Mackerel']",90.43659043659045,119376.3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Me-O Seafood Adult cat food 1.3 Kg,me-o,374.0,1.3,,,"['Adult', 'Sea', 'Seafood']",28.76923076923077,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,"Whiskas Kitten (2-12 Months) Dry Cat Food, Ocean Fish with Milk, 3kg Pack &amp; Adult (+1 Year) Dry Cat Food, Tuna Flavour, 7kg Pack",whiskas,2850.0,4.0,4.5,16.0,"['Dry', 'Adult', 'Fish', 'Tuna', 'Ocean', 'Kitten', 'Milk']",71.25,11400.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,"Whiskas Adult (+1 Year) Dry Cat Food, Tuna Flavour, 1.2kg Pack &amp; Adult (+1 Year) Dry Cat Food, Chicken Flavour, 1.2kg Pack &amp; Adult (+1 Year) Dry Cat Food, Mackerel Flavour, 1.2kg Pack",whiskas,1178.0,2.2,4.4,38.0,"['Dry', 'Adult', 'Tuna', 'Chicken', 'Mackerel']",53.54545454545455,20347.27,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Pet King Proteinous and Balanced Nutrition Food for Adult Cat Kitten 1KG + Free 200 Inside,pet,428.0,1.0,,,"['Adult', 'Kitten']",42.8,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Calibra Veterinary Diet Dry Cat Food Gastrointestinal &amp; Pancreas 2kg,calibra,1750.0,2.0,,,['Dry'],87.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,"Drools Cat Real Chicken Sausage - 10 Pieces, 550g",drools,300.0,0.55,,,['Chicken'],54.54545454545455,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Schesir Canned 51% Tuna Wet Cat Food - 85 g (Pack of 2),schesir,268.0,0.17,4.9,16.0,"['Tuna', 'Wet', 'Schesir']",157.6470588235294,25223.53,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Schesir Tuna Jelly Adult Cat Wet Food Pouch - 85 g (Pack of 3),schesir,396.0,0.255,,,"['Adult', 'Tuna', 'Wet', 'Schesir', 'Jelly']",155.29411764705884,,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
195,Pet King Food Proteinous and Balanced Nutrition for Cat Kitten 1KG + Free 200 Inside,pet,480.0,1.0,,,['Kitten'],48.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,"Matisse Farmina Salmon and Tuna, 400 g",matisse,340.0,0.4,4.2,45.0,"['Tuna', 'Salmon', 'Matisse']",85.0,38250.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,"Whiskas Adult (+1 Year) Dry Cat Food Food, Ocean Fish Flavour, 3kg Pack &amp; Cat Treat, Seafood Medley Flavour - 85 g",whiskas,1053.0,3.0,4.4,18.0,"['Dry', 'Adult', 'Fish', 'Ocean', 'Sea', 'Seafood']",35.1,6318.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,"Drools Adult(+1 Year) Dry Cat Food, Ocean Fish, 3 kg with Free 1.2 kg",drools,799.0,3.0,2.8,6.0,"['Dry', 'Adult', 'Fish', 'Ocean']",26.633333333333333,1598.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,"Meat Up Kitten(1-12 Months) Dry Cat Food, Ocean Fish, 1.2kg (Buy 1 GET 1 Free) &amp; Adult(+1 Year) Dry Cat Food, Ocean Fish, 7kg ( Buy 1 GET 1 Free)",meat,2449.0,4.0,4.7,4.0,"['Dry', 'Adult', 'Fish', 'Ocean', 'Kitten', 'Meat']",61.225,2449.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,"Me-O Cat Food, Mackerel, 7 kg",me-o,,7.0,4.3,179.0,['Mackerel'],,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,"Whiskas Adult (+1 Year) Dry Cat Food Food, Ocean Fish Flavour, 7kg Pack &amp; Cat Treat, Seafood Medley Flavour - 85 g",whiskas,2033.0,7.0,5.0,4.0,"['Dry', 'Adult', 'Fish', 'Ocean', 'Sea', 'Seafood']",29.042857142857144,1161.71,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,"FARMINA N&amp;D Prime - Chicken &amp; Pomegranate- Grain Free - Cat Dry Food - Kitten (Pack of 2, Each 300Gms)",farmina,1500.0,0.3,3.9,13.0,"['Dry', 'Chicken', 'Kitten', 'Grain']",500.0,65000.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
203,Schesir 51% Tuna and Rice in Jelly Canned Wet Cat Food - 140g Each - Pack of 4,schesir,700.0,0.56,3.5,6.0,"['Tuna', 'Wet', 'Schesir', 'Jelly']",124.99999999999999,7500.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,"Royal Canin Persian Kitten Dry Cat Food, Chicken, 2 Kg &amp; Royal Canin Intense Beauty Cat Food, 85 g (12 Pack)",royal,3247.0,2.0,,,"['Dry', 'Chicken', 'Kitten', 'Persian', 'Canin']",162.35,,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,"Fins Fur and Feathers Me-O Kitten and Cat Food (Adult Mackerel, 1.2Kg)",fins,,1.2,,,"['Adult', 'Kitten', 'Mackerel']",,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,"Wag &amp; Love Dry Cat Food for Kitten and Adult Cats with Salmon , Turkey &amp; Chicken Recipe (10 Kg)",wag,,10.0,,,"['Dry', 'Adult', 'Chicken', 'Kitten', 'Salmon']",,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
207,OEM SYSTEMS Meo Sea Food 3 Kg,oem,,3.0,4.3,477.0,['Sea'],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
